0 0
0 0
0 0
0 0
0 0
0 0
0 0
160 50
385 90
600 113
764 127
859 134
876 135
814 130
678 120
480 106
252 76
70 28
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
161 50
377 87
580 108
732 121
817 128
827 128
760 123
624 112
432 94
214 62
52 21
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
157 49
369 87
568 108
718 121
802 127
812 128
747 122
613 111
425 93
211 62
51 21
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
155 49
366 86
567 108
719 121
805 127
817 128
754 123
621 112
432 94
216 63
54 22
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
156 49
369 87
571 108
724 121
810 128
822 129
758 124
624 113
435 95
218 63
55 22
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
154 49
366 87
568 108
721 121
808 128
820 129
757 124
625 113
436 95
220 63
55 22
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
153 48
364 87
566 108
719 121
807 128
820 129
757 124
625 113
437 95
221 64
56 23
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
146 60
351 111
555 134
715 141
807 144
822 141
762 130
631 115
440 101
217 78
52 31
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
126 80
316 159
524 193
695 194
801 174
826 144
767 128
634 119
444 102
227 69
59 24
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
137 69
344 125
554 151
720 149
819 136
836 134
775 128
642 116
452 98
232 67
61 25
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
154 50
370 89
577 111
733 128
824 136
840 134
778 130
645 119
454 100
234 69
62 25
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
153 49
367 89
571 113
724 137
804 172
812 190
751 182
621 164
438 129
224 85
57 33
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
150 48
363 87
564 120
714 150
803 160
820 157
761 150
631 138
432 126
213 89
55 30
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
145 54
357 94
567 111
726 124
820 131
839 133
781 128
651 117
463 99
243 69
66 26
2 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
