,shadings_clearance,shadings_ygap,shadings_xgap,shadings_n,bifacials_clearance,bifacials_ygap,bifacials_xgap,bifacials_n,pvshadings_clearance,pvshadings_ygap,pvshadings_xgap,pvshadings_n
0,0.7033504702182465,,0.4279342630212581,,0.07882143464430394,,0.1094328286071206,,1.016060131284277,,1.0170382214871043,
1,0.82841450188395,,0.6876713121557034,0.9417666683948679,0.18069727372364658,,0.15829006232253015,0.21875040725914624,1.01903224528317,,1.014699615454165,1.019716288380292
2,0.8352098310198621,0.7658788640575886,0.7819197364366768,0.8925658181198942,0.18805242688845908,0.1703484379177022,0.1796150609686958,0.21283806460918495,1.0219828747909825,1.013264099908574,1.013440599829119,1.017680062754778
3,0.8350970553559695,0.8349404423942077,0.8317016838159019,0.8545932509950855,0.18798908283866722,0.18872940346178688,0.18945286905578404,0.2008282486374702,1.023343601377334,1.0197558557567437,1.01847353892183,1.0227686204191604
4,0.8356584762576773,0.8755510538022744,0.8654976650316197,0.846684905511655,0.1900645214341052,0.19757577704877022,0.19544672986480444,0.19962373370716446,1.0196337941729272,1.02212702784385,1.0218152139871328,1.0165585950820453
5,0.8372671575601003,0.8981067176865372,0.8868383992810682,0.8405053007301861,0.19097330479813712,0.20212739785711625,0.1998886932825748,0.19531909107528406,1.0194731641972359,1.025441047475372,1.0214419056747805,1.019036953577566
6,0.8393060049932369,0.9073374068299354,0.8953072678446254,0.8408093966934033,0.18976597107524895,0.20631394477534243,0.2028251241665962,0.19435516953681156,1.0237328133555386,1.0160940672540022,1.0201662360916688,1.0185287949927688
