0 0
0 0
0 0
0 0
0 0
0 0
39 28
172 93
361 126
460 125
572 156
722 205
740 224
676 221
526 221
296 176
119 88
34 24
6 4
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
62 41
215 113
413 144
656 139
876 126
986 119
981 132
916 122
757 127
457 125
257 88
130 44
16 7
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
89 25
302 59
553 80
773 93
939 101
1037 106
1044 111
963 110
814 105
608 107
358 87
126 41
16 9
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
89 25
299 63
553 84
773 97
940 106
1042 103
1060 100
995 96
850 95
634 102
383 86
147 41
20 8
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
88 25
298 59
546 89
765 102
934 98
1027 113
1006 149
879 176
693 172
430 141
201 97
76 44
12 7
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
78 25
275 61
527 82
732 102
889 114
956 131
920 150
779 149
604 163
476 155
287 114
98 54
16 7
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
84 24
290 57
543 78
765 91
930 97
1023 101
1039 99
927 116
708 159
456 163
247 116
102 52
16 9
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
47 25
184 86
449 134
683 145
791 191
821 228
838 197
776 176
589 184
396 166
201 101
67 38
13 8
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
72 27
263 66
418 104
520 165
626 197
532 184
492 235
581 250
495 224
326 198
177 113
63 43
7 5
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
39 24
140 78
382 116
599 135
645 190
675 217
652 252
499 301
393 282
296 208
181 131
91 63
9 8
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
52 35
165 120
363 160
521 196
495 244
450 241
478 254
457 239
385 184
268 150
149 109
64 42
5 3
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
50 26
161 86
318 132
530 153
710 164
838 169
790 219
590 242
387 203
227 161
137 90
47 24
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
46 24
146 77
393 131
603 154
682 219
759 262
738 213
654 211
482 197
280 152
141 102
46 35
8 6
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
53 18
167 53
409 89
652 118
805 157
830 214
770 222
730 178
588 146
405 127
224 94
75 43
11 8
0 0
0 0
0 0
0 0
0 0
0 0
