0 0
0 0
0 0
0 0
0 0
0 0
0 0
67 24
219 56
391 76
524 87
602 92
615 93
561 89
447 81
287 66
115 36
17 8
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
69 24
225 57
401 77
537 87
617 92
631 92
576 89
460 81
297 66
121 36
18 8
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
69 24
227 57
403 77
540 88
620 93
633 94
579 91
463 83
300 67
123 37
19 8
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
69 24
227 59
403 79
541 89
621 94
635 95
575 93
457 87
296 70
119 37
18 8
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
68 24
224 56
400 76
538 86
619 91
631 93
568 92
455 83
300 67
124 38
20 9
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
29 17
113 58
204 101
313 118
409 114
452 125
420 138
340 119
245 80
103 37
16 8
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
56 26
175 70
313 103
450 125
543 144
552 142
495 127
383 113
237 86
96 41
15 8
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 25
202 66
370 101
486 125
534 136
533 153
519 141
406 114
238 90
112 43
21 10
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
45 19
144 63
255 104
364 133
449 152
463 157
416 136
332 97
231 74
110 46
19 12
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
56 25
176 67
324 101
460 134
509 171
526 166
490 142
356 129
230 93
108 44
20 10
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
52 23
174 67
327 105
465 138
557 142
564 142
511 130
426 102
283 79
122 40
23 10
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
62 26
210 68
384 88
527 90
613 93
624 100
576 99
475 85
316 70
137 42
25 11
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
57 25
191 71
337 109
478 125
573 125
587 128
544 129
437 109
284 85
121 52
21 14
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
36 21
128 58
258 90
378 118
447 140
457 145
417 134
360 111
262 81
119 44
23 11
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
